WattleOS RLS Security Audit — Full Report
Executive Summary
186 tables across 66 migrations. 186 ENABLE ROW LEVEL SECURITY statements — every table has RLS enabled. However, the audit uncovered 6 CRITICAL issues, 5 HIGH issues, and numerous MEDIUM/LOW findings across RLS policies, SECURITY DEFINER functions, and server-side admin client usage.

CRITICAL FINDINGS
CRITICAL 1: fee_notice_deliveries — RLS NOT ENABLED
Migration 00045 — This table has no ALTER TABLE ... ENABLE ROW LEVEL SECURITY statement. Any authenticated user can read/write all delivery records across all tenants. Contains parent contact data and fee amounts.

CRITICAL 2: oauth_state_tokens — Wide-open ALL policy
Migration 00048 — The ALL policy uses USING(true) WITH CHECK(true) without restricting to service_role. Any authenticated user can INSERT/UPDATE/DELETE any tenant's OAuth CSRF tokens. This is a session hijack vector.

CRITICAL 3: create_class_broadcast() — SECURITY DEFINER with no tenant validation
Migration 00006 — This function accepts p_tenant_id as a parameter and uses it directly to insert into message_threads, messages, and message_recipients. It bypasses RLS. A caller can inject data into any tenant's messaging system (which handles child/family communications).

CRITICAL 4: checkRatioBreaches() / checkIncidentNqaEscalations() — Exported as public server actions with no auth
Files: ratios.ts, incidents.ts — Use admin client to query ALL tenants' ratio breaches and serious incidents (including child injury/abuse reports). Exported as "use server" functions callable by any user. Platform-wide exposure of child safety data.

CRITICAL 5: retryWebhookEvent() — No tenant scoping on admin client
File: webhooks.ts — Looks up webhook events by ID only, no .eq("tenant_id", ...). A staff member at Tenant A could retry a webhook belonging to Tenant B, potentially triggering cross-tenant payment processing.

CRITICAL 6: resolveRecipientIds() — Missing tenant_id on admin client queries
File: push-notifications.ts — Queries class_enrollments and program_bookings by class_id/program_id only, no tenant filter. Could leak guardian IDs across tenants and send notifications to wrong-school parents.

HIGH FINDINGS
HIGH 1: LIMIT 1 multi-tenant pattern — Non-deterministic tenant scoping
13+ tables across migrations 00040, 00059, 00060, 00062, 00063, 00064 use:


tenant_id = (SELECT tenant_id FROM tenant_members WHERE user_id = auth.uid() LIMIT 1)
For users belonging to multiple tenants, LIMIT 1 without ORDER BY is non-deterministic. The user could be scoped to the wrong tenant, seeing School A's data while logged into School B. Affected tables include naplan_domain_results (student academic results), visitor_sign_in_records, contractor_sign_in_records, and all accreditation tables.

HIGH 2: notification_delivery_log / notification_topic_prefs — No tenant scoping
Migration 00031 — SELECT policy is user_id = auth.uid() only. A multi-tenant user sees delivery logs and notification preferences from ALL their tenants, not just the current one.

HIGH 3: counsellor_case_notes — Permission check is app-layer only
Migration 00018 — RLS policy is tenant_id = current_tenant_id() with no permission gate. Any authenticated user in the tenant can read all counsellor case notes (professional privilege material) if they bypass the app layer.

HIGH 4: tuckshop_* tables (5 tables) — RLS enabled, zero policies
Migration 00046 — All 5 tuckshop tables have RLS enabled but NO policies defined. This means all access is denied (including via anon key). Only service_role can access. If any feature tries to use the regular Supabase client, it silently fails. tuckshop_order_items also has no tenant_id column.

HIGH 5: next_invoice_number() — SECURITY DEFINER leaks invoice count
Migration 00028 — Accepts any p_tenant_id, bypasses RLS. Caller can learn invoice count for any school.

FULL TABLE AUDIT
Table	Migration	RLS	Policies	Tenant-Scoped	Issues
src/app/api/cron/incident-escalation-check/route.ts — Hourly cron alerts directors if serious incidents exceed the 24h NQA reporting deadline (Reg 87)
src/lib/validations/incidents.ts — Zod schema enforces serious_incident_reason when is_serious_incident=true
Gaps
No data breach notification runbook. No documented procedure for a privacy breach (as distinct from a child safety incident). The deployment checklist mentions "zero compliance violations" but says nothing about breach response timelines.
The 30-day OAIC notification SLA is entirely undocumented.
What a breach runbook should contain
Milestone	Action
T+0	Discover / flag suspicious activity in audit logs
T+1h	Internal investigation — run scope queries (see §3)
T+4h	Brief leadership; determine if NDB threshold met (likely serious harm)
T+24h	Notify affected families via in-app announcement + email
T+30d	Submit NDB notification to OAIC
Ongoing	Document all actions taken; retain for 5 years
2. Breach Detection
Login / brute-force protection — FAIL
src/app/(auth)/login/page.tsx — handleGoogleLogin() calls signInWithOAuth() with no rate limiting
The rate-limit utility (src/lib/utils/rate-limit.ts) exists and uses Upstash Redis with sliding windows — but is only applied to public forms, not the auth flow
No CAPTCHA, no account lockout, no failed-attempt counter
Rate limiting — PARTIAL
What is protected:

Route	Tier	Limit
Public enrollment form	public_write	5 req/15 min/IP
Inquiry status	public_read	20 req/5 min/IP
Invitation acceptance	auth_action	10 req/15 min/IP
Ask Wattle LLM	authenticated_llm	30 req/min/user
What is not rate-limited: incident creation, medical record access, student data export, admin user management — any authenticated endpoint.

Anomaly detection — FAIL
No detection of bulk queries, after-hours access, or cross-student sweeps. No Sentry, Datadog, or alert integrations found.

3. Breach Scope Determination
Strong foundation
supabase/migrations/00001_foundation.sql — All tenant tables have RLS enforcing tenant_id = current_tenant_id() (read from tamper-proof JWT metadata), so a breach in one school cannot touch another school's data
src/lib/utils/audit.ts — 577 logAudit() calls capturing user_id, tenant_id, entity_type, entity_id, action, metadata, IP address, and timestamp. Append-only, service-role writes.
Missing
No RPC function or admin UI to answer "which students did user X access between date A and date B?" — investigators would need to write raw SQL each time.

Recommended query pattern (add as Supabase RPC):


SELECT DISTINCT a.entity_id, s.first_name, s.last_name, COUNT(*) access_count
FROM audit_logs a
JOIN students s ON s.id = a.entity_id::uuid
WHERE a.tenant_id = 'school-uuid'
  AND a.user_id = 'compromised-user-id'
  AND a.action IN ('STUDENT_VIEWED', 'MEDICAL_VIEWED', 'STUDENT_EXPORTED')
  AND a.created_at BETWEEN '2026-03-01' AND '2026-03-28'
GROUP BY a.entity_id, s.first_name, s.last_name;
4. Force-Logout / Session Revocation
What exists
src/components/domain/auth/session-timeout.tsx — 15-minute idle timeout with 60s warning; cross-tab sync
src/lib/actions/auth.ts — User-initiated signOut() calls Supabase to invalidate the session
Critical gaps
No admin force-logout. If a teacher's account is compromised, there is no way to remotely sign them out. They remain active for up to 15 minutes.
No JWT revocation list. Supabase JWTs are self-contained; once issued they are valid until expiry (~1 hour) even if the user is suspended.
Tenant suspension doesn't terminate active sessions. src/lib/actions/auth.ts:36-41 checks is_active at login time only — not on subsequent requests.
Recommendation
Add a session_revocations table; check it in the Supabase middleware on every refresh
Build a superadmin "force logout user" action using Supabase Admin SDK
Add RLS policy on all tenant tables: AND (SELECT is_active FROM tenants WHERE id = current_tenant_id())
5. API Key Revocation
SMS credentials stored per-tenant (via settings form), masked on display — no expiration dates or rotation schedule
Stripe/Google Drive/KeyPay credentials are OAuth or env-vars — rotatable but no centralized UI
No centralized key management, no expiration enforcement, no rotation alerts
ACSC recommends rotating secrets every 90 days — nothing enforces this currently.

6. Tenant Kill Switch
Partial
supabase/migrations/00001_foundation.sql:106 — is_active BOOLEAN NOT NULL DEFAULT true
src/lib/actions/superadmin/tenants.ts — suspendTenant() / reactivateTenant() actions exist
Login to a suspended tenant is blocked (src/lib/actions/auth.ts:36-41)
Gap
RLS policies do not re-check is_active on data queries. A user who is already logged in when a tenant is suspended can continue reading data until their session expires. The kill switch does not kill active sessions.

7. Security Monitoring & Alerting
src/app/api/cron/incident-escalation-check/route.ts — The only security alert in the app; fires hourly if Reg 87 SLA is breached
No Sentry, no Datadog, no Slack webhook, no email alert on anomalous access
Supabase provides auth_audit_log server-side but it is not queried by the app
Audit logs are written but never automatically analyzed
8. Rate Limiting — Unprotected Endpoints
Every authenticated server action (incident creation, medical records, student export, observations, excursions, billing) has no rate limit. A compromised account could silently exfiltrate the entire student dataset with no triggering of any alert.

Fix: add rateLimitOrFail("sensitive_mutation", userId) in high-risk server actions. The infrastructure (src/lib/utils/rate-limit.ts) already supports this — it just isn't applied.

9. SQL Injection / XSS / CSRF
Control	Status	Evidence
SQL injection	PASS	All queries use Supabase fluent API — no string interpolation
XSS	PASS	Zero dangerouslySetInnerHTML usages; nonce-based CSP
CSRF	PASS	Next.js Server Actions enforce same-origin; OAuth uses PKCE state; Stripe webhooks use HMAC
Security headers	PASS	src/proxy.ts — CSP, HSTS, X-Frame-Options, Permissions-Policy, Referrer-Policy
Open redirect	PASS	src/app/(auth)/auth/callback/route.ts:70-78 — validates redirect params
Slug injection	PASS	src/proxy.ts:50-53 — tenant slugs validated against strict regex
This section is the strongest area of the audit.

10. Input Validation
40+ Zod schemas in src/lib/validations/
Every server action calls safeParse() before any permission check or DB write
UUID, enum, length, date, and custom business-rule validations are thorough
Validation is server-side, not client-side-only
One gap: some API route handlers (e.g. src/app/api/ask-wattle/route.ts) were not confirmed to validate request body schemas — worth a targeted review.

Priority Actions
P0 — Before any production data
Rate-limit the login flow — add rateLimitOrFail("auth_action") before signInWithOAuth() in the login page
Write a data breach response runbook — document T+0/T+1h/T+24h/T+30d milestones, OAIC notification procedure, family communication template
Build admin force-logout — superadmin action to revoke a specific user's sessions immediately
P1 — Within first production sprint
Anomaly alerting — integrate Sentry for errors + a Supabase Realtime subscription on audit_logs to alert on bulk access patterns
Enforce tenant.is_active in RLS — not just at login time
Rate-limit sensitive authenticated endpoints — medical records, student data, exports
Add scope-determination RPC — prebuilt query to answer "who accessed what, when" for breach investigation
P2 — Next quarter
Audit log admin dashboard (visual access timeline per record)
API key management UI with expiration enforcement
NQA ITS API integration (eliminate manual regulator notification step)
NDB readiness: 65/100. ST4S (Reg 87) readiness: 80/100.

The SQLi/XSS/CSRF and input validation story is excellent. The gaps are almost entirely in detection, response speed, and documentation — exactly what the NDB scheme cares about most. The P0 fixes would bring NDB readiness to approximately 85/100.

Child Safety Audit — WattleOS
Key Finding: Students Have No Accounts
WattleOS is a staff and parent-only platform. Students are data entities (records in the DB), not authenticated users. This is the most important finding — the COPPA/children's privacy risk profile is fundamentally different from a student-login platform.

1. Student-Accessible Features
Students cannot access anything. There are no student login flows, no student routes, and no student-facing UI. The login page supports only staff and parent Google OAuth.

Student data lives in the students table and is managed entirely by administrators via the /students admin interface.

2. Student Account Restrictions vs Adult Accounts
Not applicable — students have no accounts. The user hierarchy is:

Staff roles: Owner → Admin → Head of School → Guide → Assistant → Support Staff
Parent role: Zero explicit permissions; relies on is_guardian_of() RLS checks at the database level
Students: Data entities only (src/types/domain.ts:306-380)
3. Student-to-Student Communication
Not possible — students cannot log in.

4. Student-to-Adult Communication
Not possible — students cannot log in.

However, parent-to-staff communication does exist via class group channels and direct messages (src/lib/actions/comms/chat-channels.ts).

5. Content Upload
Staff only can upload media (observation photos) — requires CREATE_OBSERVATION or PUBLISH_OBSERVATION permission
Parents cannot upload content
Uploads go to a private observation-media Supabase bucket; signed URLs expire in 1 hour (src/lib/storage/signed-urls.ts:25)
Gap: No file size limits or MIME type validation visible in code
6. Privacy Defaults
Defaults are maximally restrictive:

Observations start as draft — parents cannot see them until explicitly published by staff
Parents access only their own children's data via is_guardian_of() RLS (enforced at DB level, not just app level)
No public sharing or external link features exist
Tenant isolation enforced on all tables via RLS (supabase/migrations/00001_foundation.sql:118-180)
7. Can Students See Other Students' Info?
No — students have no accounts. Parents can only see their own children. The is_guardian_of() DB function prevents cross-family data access.

8. Parent Portal Visibility
Parents can see:

Their linked children's names and photos
Published observations for their children only
Learning/mastery progress for their children
School announcements, events, newsletters
Their own billing/invoices
Messages with staff
Parents cannot see: other families' data, unpublished observations, health/medical records, staff details, or any other class's information.

9. Bullying / Inappropriate Contact Vectors
Two moderate-risk areas:

Direct Messages (src/lib/actions/comms/chat-channels.ts:314-410)

getOrCreateDirectChannel() allows any two authenticated users to DM with no relationship verification
A staff member could initiate a DM with any parent without approval
No content filtering, no moderation workflow, no report/escalation feature
Class Group Messages (src/lib/actions/comms/chat-channels.ts:220-304)

allow_parent_posts defaults to true — parents can post into class channels
Moderation exists (is_moderated flag, is_hidden per message) but is manual
No keyword filtering or automated content moderation
10. Role Escalation to Admin/Teacher
No self-escalation path exists. Role changes require MANAGE_USERS permission (src/lib/actions/staff-actions.ts:536-595), and all mutations are RLS-enforced at the database level. Role changes are audit-logged.

Residual risk: If a staff account with MANAGE_USERS is compromised, it could escalate others. Not a code flaw — an operational/account-security concern.

Compliance Gaps vs Australian Children's Online Privacy Code
Area	Status	Gap
No student accounts	✅ Strongest possible protection	—
Parental access to child data	✅ Fully implemented	—
Privacy by default	✅ Draft-only until published	—
Data minimisation	✅ Only guardians see child data	—
Content upload moderation	⚠️ Partial	No MIME/size validation
Communication safeguards	⚠️ Partial	No content filtering; DMs unverified
Age verification (parents)	❌ Missing	A minor could create a parent account via Google OAuth
Complaint/report mechanism	❌ Missing	No in-app reporting for inappropriate messages
Inappropriate content detection	❌ Missing	No keyword filtering on messages
Priority Recommendations
High (address before Dec 2026 deadline):

Age verification at parent signup — confirm account holder is 18+ before assigning guardian role
DM relationship check — require both users to share a school context before a DM channel can be created
In-app message reporting — parents and staff need a way to flag inappropriate content
Medium:
4. Content filtering — basic keyword/image scanning on message sends
5. File upload validation — add MIME type and size limits to observation media uploads
6. Message deletion audit trail — log when messages are hidden/deleted and by whom

Low:
7. allow_parent_posts default — consider defaulting to false (read-only for parents) and requiring staff to explicitly enable posting

The platform is in a strong position given students have no direct access. The gaps are in the adult communication layer (parent-staff messaging), which is the remaining exposure surface under the Privacy Act reforms.
